Instance49:'219691_at'=26.0681079775294,'215485_s_at'=157.767061637132,'205114_s_at'=109.925419488406,'204655_at'=822.018433766963,'208864_s_at'=108.447669363621,'220091_at'=30.019994482863,'205569_at'=46.884593400366,'219424_at'=41.1659729426693,'214486_x_at'=95.4347946075722,'202643_s_at'=2821.97133936427,'209508_x_at'=115.098033708434,'203149_at'=85.434219156385,'203358_s_at'=34.2251528431183,'205590_at'=988.526563650026,'206026_s_at'=17.7839391498611,'221477_s_at'=79.3528472522664,'204439_at'=20.3383847908197,'211317_s_at'=35.1383194208617,'203595_s_at'=78.499458062056,'201502_s_at'=2739.76609003301,'208436_s_at'=133.779063495872,'204385_at'=96.7338818855677,'211316_x_at'=153.802474184311,'203882_at'=152.394547421077,'208485_x_at'=109.701388768962,'202086_at'=183.049147306982,'207535_s_at'=56.7705506116971,'204490_s_at'=353.907822938498,'204415_at'=155.590259971428,'202644_s_at'=6735.91218274821,'215223_s_at'=236.758328325347,'1405_i_at'=587.01100863659,'206025_s_at'=14.8253784992385,'205226_at'=16.1264226403539,'32541_at'=128.09007329188,'212960_at'=47.4220980041889,'213098_at'=82.7484676280253,Class=naiveTcells,'210663_s_at'=56.7304907422544,'202907_s_at'=80.379852110837,'218656_s_at'=15.0690208150185,'210029_at'=49.7052821308818,'211862_x_at'=92.5224754405671,'212841_s_at'=111.615273881871,'215299_x_at'=151.163140525835
Instance50:'219691_at'=26.1247912406613,'215485_s_at'=155.734059491674,'205114_s_at'=889.698401983283,'204655_at'=92.5205555057851,'208864_s_at'=419.442482548616,'220091_at'=119.546541165186,'205569_at'=838.510747727724,'219424_at'=118.021898898128,'214486_x_at'=159.665149031966,'202643_s_at'=307.88885454582,'209508_x_at'=158.108616668171,'203149_at'=85.0741624515482,'203358_s_at'=51.4763978976884,'205590_at'=929.583826848355,'206026_s_at'=22.6348296564073,'221477_s_at'=144.038353956632,'204439_at'=31.0913817403105,'211317_s_at'=44.3570313688249,'203595_s_at'=109.493444852251,'201502_s_at'=3041.78334438353,'208436_s_at'=105.133112153327,'204385_at'=256.157519479518,'211316_x_at'=208.650785334618,'203882_at'=294.812117343378,'208485_x_at'=144.194098594317,'202086_at'=370.223779958223,'207535_s_at'=58.022597208065,'204490_s_at'=408.048206860498,'204415_at'=146.24189317527,'202644_s_at'=2000.81838463032,'215223_s_at'=683.12122669123,'1405_i_at'=53.244086483975,'206025_s_at'=18.0079928708917,'205226_at'=14.9671647627948,'32541_at'=34.6982514484568,'212960_at'=42.7827801815881,'213098_at'=80.3961063009295,Class=conventionalTcells,'210663_s_at'=203.211708452754,'202907_s_at'=263.176281179674,'218656_s_at'=15.1484694782661,'210029_at'=123.216477386233,'211862_x_at'=161.14778254133,'212841_s_at'=238.241195428493,'215299_x_at'=307.909540294424
Instance51:'219691_at'=23.6947452431599,'215485_s_at'=170.038986629857,'205114_s_at'=804.539172455971,'204655_at'=252.936010400321,'208864_s_at'=411.501544689591,'220091_at'=102.164097977623,'205569_at'=658.878750977458,'219424_at'=133.400790903985,'214486_x_at'=168.833473364308,'202643_s_at'=309.08557379378,'209508_x_at'=126.604866739794,'203149_at'=164.649895518124,'203358_s_at'=48.650585106257,'205590_at'=487.972218972976,'206026_s_at'=19.7960055038896,'221477_s_at'=84.7336531931794,'204439_at'=35.0782887785921,'211317_s_at'=37.8513287242334,'203595_s_at'=75.7407117072193,'201502_s_at'=2313.76160560858,'208436_s_at'=183.151690818598,'204385_at'=292.723909201832,'211316_x_at'=157.854097731455,'203882_at'=265.973740644553,'208485_x_at'=107.326080841588,'202086_at'=282.691917069261,'207535_s_at'=55.124736986165,'204490_s_at'=489.866574655265,'204415_at'=399.688954228048,'202644_s_at'=1405.95987124889,'215223_s_at'=474.042585300003,'1405_i_at'=149.673863478436,'206025_s_at'=15.0860136808789,'205226_at'=20.0364348659219,'32541_at'=33.5734926519905,'212960_at'=45.6039658693127,'213098_at'=84.9075412782074,Class=conventionalTcells,'210663_s_at'=198.676624320634,'202907_s_at'=181.980896822557,'218656_s_at'=16.8900522082806,'210029_at'=103.933319825709,'211862_x_at'=117.474530259864,'212841_s_at'=224.159797700921,'215299_x_at'=441.313489422813
Instance52:'219691_at'=24.8386170318089,'215485_s_at'=149.485888717908,'205114_s_at'=392.33061993147,'204655_at'=284.793214159658,'208864_s_at'=549.019860394459,'220091_at'=69.454164500104,'205569_at'=832.289760449663,'219424_at'=107.40239756623,'214486_x_at'=163.811564048989,'202643_s_at'=201.900475863207,'209508_x_at'=145.475184206124,'203149_at'=88.5110541459658,'203358_s_at'=60.1355304668632,'205590_at'=567.203330158441,'206026_s_at'=26.2181781241425,'221477_s_at'=90.3557671895416,'204439_at'=47.8879346410532,'211317_s_at'=49.7606821951217,'203595_s_at'=108.0614689647,'201502_s_at'=2341.26204844963,'208436_s_at'=149.796148929721,'204385_at'=323.906858014681,'211316_x_at'=192.629834401076,'203882_at'=246.078908299625,'208485_x_at'=125.912760477978,'202086_at'=449.564385317496,'207535_s_at'=44.9098581367305,'204490_s_at'=451.529582180049,'204415_at'=402.878268544651,'202644_s_at'=1144.88474975859,'215223_s_at'=406.038465357006,'1405_i_at'=133.41153610325,'206025_s_at'=22.0522916032654,'205226_at'=18.3236897011136,'32541_at'=33.6970549549944,'212960_at'=44.2290916801266,'213098_at'=77.9346506335133,Class=conventionalTcells,'210663_s_at'=203.074837755441,'202907_s_at'=249.101585445632,'218656_s_at'=17.9988872911109,'210029_at'=82.8471670912118,'211862_x_at'=140.761489523451,'212841_s_at'=236.16166256429,'215299_x_at'=246.977665276766
Instance53:'219691_at'=19.9262560461074,'215485_s_at'=117.921209085713,'205114_s_at'=227.530392296417,'204655_at'=122.54009991304,'208864_s_at'=760.911428017585,'220091_at'=51.3969443573004,'205569_at'=247.374372893703,'219424_at'=146.135329377286,'214486_x_at'=103.167625734249,'202643_s_at'=318.672270654411,'209508_x_at'=119.441562485013,'203149_at'=65.7707947259582,'203358_s_at'=877.769944894697,'205590_at'=847.783285307562,'206026_s_at'=13.5680335054838,'221477_s_at'=50.1567927991363,'204439_at'=26.2526750346905,'211317_s_at'=28.603562092237,'203595_s_at'=93.9989741204215,'201502_s_at'=1765.64634348091,'208436_s_at'=63.0322818846657,'204385_at'=117.835855091148,'211316_x_at'=171.285827661885,'203882_at'=143.021947738034,'208485_x_at'=87.74144844739,'202086_at'=181.6813342196,'207535_s_at'=63.0070539338674,'204490_s_at'=222.480953906878,'204415_at'=116.783486459862,'202644_s_at'=1578.94100978362,'215223_s_at'=261.750477679844,'1405_i_at'=69.5721414078382,'206025_s_at'=17.2211907467424,'205226_at'=15.2611803864185,'32541_at'=46.2572984371393,'212960_at'=40.8928200325423,'213098_at'=94.3551161499977,Class=Tregs,'210663_s_at'=60.297097549986,'202907_s_at'=277.815701329589,'218656_s_at'=15.7375304861937,'210029_at'=68.2861513714676,'211862_x_at'=92.239262098004,'212841_s_at'=76.9456868520313,'215299_x_at'=138.400960147285
Instance54:'219691_at'=22.3968844420045,'215485_s_at'=144.293082492808,'205114_s_at'=171.322652530994,'204655_at'=153.701218600987,'208864_s_at'=521.196122965283,'220091_at'=53.276442958876,'205569_at'=197.852110897371,'219424_at'=292.720798966887,'214486_x_at'=137.902419096308,'202643_s_at'=228.948817272844,'209508_x_at'=131.904328344399,'203149_at'=82.8480337650284,'203358_s_at'=649.322210268027,'205590_at'=604.015572586403,'206026_s_at'=15.1472479567371,'221477_s_at'=43.8392235091747,'204439_at'=25.8116226892955,'211317_s_at'=28.0175612208934,'203595_s_at'=70.4806419539908,'201502_s_at'=1137.19028641638,'208436_s_at'=104.934943010754,'204385_at'=125.157373158359,'211316_x_at'=193.330829768448,'203882_at'=188.984644878896,'208485_x_at'=90.3936371968746,'202086_at'=186.539493627618,'207535_s_at'=60.9482360289707,'204490_s_at'=216.936845245093,'204415_at'=108.973847861317,'202644_s_at'=1122.70662831511,'215223_s_at'=118.795715572199,'1405_i_at'=88.3326432587388,'206025_s_at'=15.4100639515453,'205226_at'=16.3671299970998,'32541_at'=39.4030718726148,'212960_at'=51.8280151096031,'213098_at'=103.643344631056,Class=Tregs,'210663_s_at'=78.6369534939702,'202907_s_at'=156.391102854284,'218656_s_at'=15.9746332619777,'210029_at'=86.9493666584095,'211862_x_at'=96.1638483397843,'212841_s_at'=97.768837496744,'215299_x_at'=148.97716759663
Instance55:'219691_at'=18.1400270907954,'215485_s_at'=133.722664485031,'205114_s_at'=66.3758017939124,'204655_at'=119.208915599158,'208864_s_at'=678.575435691794,'220091_at'=30.6608649144363,'205569_at'=285.907709725672,'219424_at'=161.535202726281,'214486_x_at'=100.697352495696,'202643_s_at'=172.568371018681,'209508_x_at'=89.262152832096,'203149_at'=69.7646760269088,'203358_s_at'=841.157781494148,'205590_at'=668.356209847701,'206026_s_at'=18.327962335277,'221477_s_at'=45.8060921580027,'204439_at'=24.8850348011596,'211317_s_at'=29.6739020103097,'203595_s_at'=73.8327500423075,'201502_s_at'=990.366553755336,'208436_s_at'=87.8589249982457,'204385_at'=90.2320513772598,'211316_x_at'=125.171107440766,'203882_at'=201.815618811451,'208485_x_at'=89.6553846189219,'202086_at'=235.582660115367,'207535_s_at'=50.4189669827957,'204490_s_at'=231.66113692869,'204415_at'=144.710342622576,'202644_s_at'=1097.36184211946,'215223_s_at'=141.518587451681,'1405_i_at'=63.4420233156528,'206025_s_at'=13.7892856344509,'205226_at'=13.5177959715717,'32541_at'=41.3253643560725,'212960_at'=46.3634857930687,'213098_at'=100.801371893525,Class=Tregs,'210663_s_at'=67.5272448153984,'202907_s_at'=202.576132701791,'218656_s_at'=16.1277082371562,'210029_at'=89.9069608762698,'211862_x_at'=56.339849707461,'212841_s_at'=82.3202767309785,'215299_x_at'=105.968633238609
Instance56:'219691_at'=34.192547806554,'215485_s_at'=157.085801220489,'205114_s_at'=1207.02856432578,'204655_at'=103.941720810543,'208864_s_at'=467.387630005317,'220091_at'=121.794745755697,'205569_at'=608.377481950869,'219424_at'=69.5502978653562,'214486_x_at'=191.923127331839,'202643_s_at'=267.005732725665,'209508_x_at'=184.498598658383,'203149_at'=109.347595294285,'203358_s_at'=62.6990334806128,'205590_at'=692.036588739058,'206026_s_at'=53.189868887468,'221477_s_at'=342.334863244271,'204439_at'=163.788699546581,'211317_s_at'=45.9104304230158,'203595_s_at'=323.880748673818,'201502_s_at'=2191.03330544282,'208436_s_at'=228.612237780367,'204385_at'=260.073918801147,'211316_x_at'=272.098451210402,'203882_at'=398.117083434233,'208485_x_at'=139.200712653664,'202086_at'=705.133132283989,'207535_s_at'=58.06558264057,'204490_s_at'=492.946073641381,'204415_at'=310.77736454847,'202644_s_at'=1535.50392758621,'215223_s_at'=2246.29806035099,'1405_i_at'=55.5169748183896,'206025_s_at'=39.9516222346542,'205226_at'=16.4641936267534,'32541_at'=56.7123701467676,'212960_at'=42.091294275762,'213098_at'=72.7477163911713,Class=conventionalTcells,'210663_s_at'=216.921428215881,'202907_s_at'=361.873123974835,'218656_s_at'=14.9666436875391,'210029_at'=1267.43355396029,'211862_x_at'=185.432305331193,'212841_s_at'=156.339590846203,'215299_x_at'=260.747077596687
Instance57:'219691_at'=33.5097657833226,'215485_s_at'=162.742675520177,'205114_s_at'=975.09039159296,'204655_at'=341.075313348035,'208864_s_at'=405.412969655943,'220091_at'=112.459963112384,'205569_at'=356.33396428181,'219424_at'=79.2856296154095,'214486_x_at'=163.299385801571,'202643_s_at'=321.032521903485,'209508_x_at'=122.347629403814,'203149_at'=191.181099560413,'203358_s_at'=46.4565497591989,'205590_at'=492.48590452322,'206026_s_at'=51.5669478450512,'221477_s_at'=221.058305431851,'204439_at'=116.899175264364,'211317_s_at'=37.9876356684185,'203595_s_at'=147.640335229042,'201502_s_at'=1904.8510244501,'208436_s_at'=306.698544418919,'204385_at'=291.130631605338,'211316_x_at'=174.0767626079,'203882_at'=316.544416231754,'208485_x_at'=105.730539985391,'202086_at'=538.642934055649,'207535_s_at'=56.6883985615293,'204490_s_at'=529.153346080287,'204415_at'=377.449348365711,'202644_s_at'=1361.46519081879,'215223_s_at'=1581.19789055634,'1405_i_at'=201.453763916571,'206025_s_at'=33.492806544806,'205226_at'=17.6825308283763,'32541_at'=41.8960872614414,'212960_at'=57.2877685967517,'213098_at'=78.7425469030892,Class=conventionalTcells,'210663_s_at'=181.080246533878,'202907_s_at'=256.070977986914,'218656_s_at'=13.9069095304952,'210029_at'=913.294349541425,'211862_x_at'=127.836404882602,'212841_s_at'=207.837190932629,'215299_x_at'=285.993506549413
Instance58:'219691_at'=32.1121190899696,'215485_s_at'=142.771728367825,'205114_s_at'=851.872820586536,'204655_at'=423.247488700581,'208864_s_at'=458.907504755436,'220091_at'=104.283311743916,'205569_at'=354.219014027216,'219424_at'=63.9564602552712,'214486_x_at'=211.462451967978,'202643_s_at'=249.01233845098,'209508_x_at'=167.604921853343,'203149_at'=105.705091606343,'203358_s_at'=52.2707248473507,'205590_at'=552.373831381742,'206026_s_at'=53.7038232036445,'221477_s_at'=142.220107620642,'204439_at'=237.955588386259,'211317_s_at'=47.6833073622354,'203595_s_at'=286.681660678211,'201502_s_at'=1925.00422801692,'208436_s_at'=285.004605148269,'204385_at'=251.189208589212,'211316_x_at'=255.868544720031,'203882_at'=361.359327382647,'208485_x_at'=130.276866536065,'202086_at'=950.462938905009,'207535_s_at'=48.6449358741291,'204490_s_at'=538.700056726317,'204415_at'=547.428339010877,'202644_s_at'=1361.71195242056,'215223_s_at'=1753.88672871373,'1405_i_at'=235.747409276449,'206025_s_at'=46.7302750282553,'205226_at'=15.1144526107133,'32541_at'=54.6479419192499,'212960_at'=53.5376961830735,'213098_at'=82.8272170739857,Class=conventionalTcells,'210663_s_at'=193.674189157472,'202907_s_at'=315.047607728012,'218656_s_at'=13.0647343529293,'210029_at'=886.9578050849,'211862_x_at'=147.994144751102,'212841_s_at'=197.652991152931,'215299_x_at'=211.553913495074
Instance59:'219691_at'=21.6185569327171,'215485_s_at'=122.354637067683,'205114_s_at'=362.208137149077,'204655_at'=69.5863805138594,'208864_s_at'=1188.52641239403,'220091_at'=65.8794599246579,'205569_at'=2659.00875850398,'219424_at'=251.826211207532,'214486_x_at'=154.269509401363,'202643_s_at'=426.006206779319,'209508_x_at'=142.403305313134,'203149_at'=92.8405071078882,'203358_s_at'=605.609318108838,'205590_at'=538.559186633598,'206026_s_at'=30.6667613631586,'221477_s_at'=128.619056304091,'204439_at'=59.3594942592187,'211317_s_at'=43.3229044535663,'203595_s_at'=141.027370378683,'201502_s_at'=2503.57760748919,'208436_s_at'=109.406463333673,'204385_at'=175.041831363827,'211316_x_at'=198.42817996634,'203882_at'=221.473819118714,'208485_x_at'=129.183759807502,'202086_at'=265.960117635516,'207535_s_at'=52.0217228432,'204490_s_at'=375.944731812602,'204415_at'=146.592134343377,'202644_s_at'=1952.18278435517,'215223_s_at'=859.814492548287,'1405_i_at'=41.9889394498765,'206025_s_at'=31.0628099652053,'205226_at'=16.2059031355211,'32541_at'=69.1947445766749,'212960_at'=40.56040124407,'213098_at'=106.496977055884,Class=Teffs,'210663_s_at'=127.298257865038,'202907_s_at'=299.62989783059,'218656_s_at'=15.0373457573464,'210029_at'=1874.31114729625,'211862_x_at'=139.765818079026,'212841_s_at'=76.8452091962825,'215299_x_at'=117.09333454218
Instance60:'219691_at'=20.8639969426922,'215485_s_at'=129.83274365521,'205114_s_at'=332.291478785683,'204655_at'=110.222731140635,'208864_s_at'=872.705449619764,'220091_at'=86.3693330146462,'205569_at'=2529.72003397264,'219424_at'=424.186834166971,'214486_x_at'=150.953618593447,'202643_s_at'=404.147806931802,'209508_x_at'=133.617509198226,'203149_at'=119.853234300386,'203358_s_at'=508.593068035788,'205590_at'=610.585872704866,'206026_s_at'=23.6021283893918,'221477_s_at'=102.129348510455,'204439_at'=50.9624901902103,'211317_s_at'=25.7848000675654,'203595_s_at'=99.1297533644595,'201502_s_at'=1714.74325072161,'208436_s_at'=180.429251590812,'204385_at'=175.572216676442,'211316_x_at'=209.888933199021,'203882_at'=232.385916182886,'208485_x_at'=93.8570729464,'202086_at'=245.508249162859,'207535_s_at'=48.634851240194,'204490_s_at'=361.085389692742,'204415_at'=135.044857715885,'202644_s_at'=2049.87999171327,'215223_s_at'=645.468672435928,'1405_i_at'=60.5473828467869,'206025_s_at'=16.4373370892493,'205226_at'=18.7838523190812,'32541_at'=44.0817730866289,'212960_at'=43.1197249709966,'213098_at'=87.3814255308674,Class=Teffs,'210663_s_at'=101.911458010801,'202907_s_at'=180.040430809519,'218656_s_at'=14.8959179443563,'210029_at'=2312.43358322494,'211862_x_at'=94.9730466194962,'212841_s_at'=82.1426079149994,'215299_x_at'=126.416345665613
Instance61:'219691_at'=25.3043037292046,'215485_s_at'=123.9509290831,'205114_s_at'=215.299572493179,'204655_at'=107.485238874794,'208864_s_at'=1318.40860382084,'220091_at'=67.7557259592343,'205569_at'=2390.70051574492,'219424_at'=435.690825002075,'214486_x_at'=168.661084005025,'202643_s_at'=334.230884564644,'209508_x_at'=168.504252231774,'203149_at'=88.2207645567276,'203358_s_at'=503.096211570803,'205590_at'=515.799386963016,'206026_s_at'=29.0351133898422,'221477_s_at'=66.383629044653,'204439_at'=83.1212429956355,'211317_s_at'=41.0047551899776,'203595_s_at'=191.44554309276,'201502_s_at'=1825.75184161603,'208436_s_at'=163.22400029944,'204385_at'=211.475802996704,'211316_x_at'=253.119294803358,'203882_at'=238.821059348418,'208485_x_at'=121.06187290829,'202086_at'=475.920620841618,'207535_s_at'=54.6907638022464,'204490_s_at'=413.310306805149,'204415_at'=292.775226676716,'202644_s_at'=1548.32745742756,'215223_s_at'=677.05872125054,'1405_i_at'=54.2868764181932,'206025_s_at'=28.921382157533,'205226_at'=13.4383192694258,'32541_at'=44.9693318271056,'212960_at'=40.8783437208092,'213098_at'=122.763584543697,Class=Teffs,'210663_s_at'=174.053405476668,'202907_s_at'=310.003346081024,'218656_s_at'=15.2828825631759,'210029_at'=1168.59557675696,'211862_x_at'=147.963652476452,'212841_s_at'=76.4642906672107,'215299_x_at'=149.664455454589
Instance62:'219691_at'=29.1827766169897,'215485_s_at'=153.798101361512,'205114_s_at'=482.453347249998,'204655_at'=188.244963624358,'208864_s_at'=363.918469327889,'220091_at'=119.256064008949,'205569_at'=1631.35322930313,'219424_at'=400.926146019781,'214486_x_at'=175.192608115789,'202643_s_at'=376.849065860146,'209508_x_at'=214.486012461537,'203149_at'=87.4828667847533,'203358_s_at'=113.517791897322,'205590_at'=1039.80523034585,'206026_s_at'=22.3165492127796,'221477_s_at'=112.959262641821,'204439_at'=46.3334012075336,'211317_s_at'=45.5782789635824,'203595_s_at'=92.9491053110032,'201502_s_at'=3338.75315912982,'208436_s_at'=154.242425990771,'204385_at'=229.525310698219,'211316_x_at'=274.281776259439,'203882_at'=282.032382966318,'208485_x_at'=137.130138745283,'202086_at'=538.214031741044,'207535_s_at'=58.9616178685626,'204490_s_at'=540.692766197648,'204415_at'=292.590289648498,'202644_s_at'=2036.15322647784,'215223_s_at'=864.352966157197,'1405_i_at'=71.8812076096895,'206025_s_at'=18.3765709888091,'205226_at'=21.1944892708699,'32541_at'=46.2050969337628,'212960_at'=51.3662431567779,'213098_at'=65.8082456930731,Class=conventionalTcells,'210663_s_at'=160.727728997314,'202907_s_at'=165.915635512647,'218656_s_at'=14.5055925216801,'210029_at'=85.9457548207336,'211862_x_at'=160.873051892932,'212841_s_at'=213.420842887216,'215299_x_at'=180.612812456448
Instance63:'219691_at'=30.6727787164679,'215485_s_at'=176.188523821393,'205114_s_at'=528.131068686112,'204655_at'=567.311939104096,'208864_s_at'=570.411766891769,'220091_at'=110.607062838804,'205569_at'=1301.0624074052,'219424_at'=332.161871012752,'214486_x_at'=157.82126558837,'202643_s_at'=451.066197057785,'209508_x_at'=117.936562157034,'203149_at'=130.759885278892,'203358_s_at'=84.6682022042964,'205590_at'=856.404626744296,'206026_s_at'=29.3440865693385,'221477_s_at'=68.2110621096584,'204439_at'=124.067003524352,'211317_s_at'=38.2675047730342,'203595_s_at'=111.10135348163,'201502_s_at'=1805.55078592707,'208436_s_at'=248.839895778002,'204385_at'=201.533905141435,'211316_x_at'=205.047698012182,'203882_at'=337.606840484931,'208485_x_at'=102.61526477601,'202086_at'=567.713305217234,'207535_s_at'=55.7225520671416,'204490_s_at'=385.121162858553,'204415_at'=297.756338300003,'202644_s_at'=2023.97132907359,'215223_s_at'=549.722362347928,'1405_i_at'=366.5034706646,'206025_s_at'=24.7460418612769,'205226_at'=15.7992353726613,'32541_at'=52.1755054228252,'212960_at'=54.4740574044257,'213098_at'=90.8193010724662,Class=conventionalTcells,'210663_s_at'=121.107115967929,'202907_s_at'=236.468802437271,'218656_s_at'=17.5411946661781,'210029_at'=144.731450932384,'211862_x_at'=132.979445809263,'212841_s_at'=134.294353752043,'215299_x_at'=242.820694009004
Instance64:'219691_at'=27.751255008814,'215485_s_at'=146.715518420725,'205114_s_at'=150.798995278563,'204655_at'=355.814029817764,'208864_s_at'=703.941505767714,'220091_at'=105.121277179044,'205569_at'=1281.40497943601,'219424_at'=199.999752288727,'214486_x_at'=179.51944716508,'202643_s_at'=240.253005665813,'209508_x_at'=146.618223054621,'203149_at'=101.980376356021,'203358_s_at'=169.743757764815,'205590_at'=1005.43714815839,'206026_s_at'=28.1072883509413,'221477_s_at'=88.1867501785914,'204439_at'=28.1710182326915,'211317_s_at'=47.9758173602991,'203595_s_at'=74.1200128745542,'201502_s_at'=1807.2933813647,'208436_s_at'=118.683411583036,'204385_at'=249.314641359557,'211316_x_at'=234.662281120402,'203882_at'=221.175145353955,'208485_x_at'=127.289130203421,'202086_at'=395.270405448062,'207535_s_at'=46.8018032742259,'204490_s_at'=420.65228777793,'204415_at'=201.958580715368,'202644_s_at'=1337.70882703909,'215223_s_at'=639.396790459201,'1405_i_at'=285.483824224579,'206025_s_at'=23.1588429005581,'205226_at'=18.9858313539738,'32541_at'=41.983096477142,'212960_at'=49.2377691015213,'213098_at'=72.9212933459323,Class=conventionalTcells,'210663_s_at'=168.032746174861,'202907_s_at'=241.862662806842,'218656_s_at'=17.1529677100324,'210029_at'=92.4495000122069,'211862_x_at'=153.057597891643,'212841_s_at'=154.365349923411,'215299_x_at'=175.240169367191
Instance65:'219691_at'=25.442565410936,'215485_s_at'=124.366880274278,'205114_s_at'=86.5137587476238,'204655_at'=112.329036206878,'208864_s_at'=992.250320618616,'220091_at'=33.6485645794733,'205569_at'=144.910633423231,'219424_at'=127.746898989006,'214486_x_at'=100.34209439324,'202643_s_at'=119.232287373519,'209508_x_at'=82.145956311268,'203149_at'=70.138932139226,'203358_s_at'=849.040578884486,'205590_at'=545.054844566843,'206026_s_at'=18.6932931507266,'221477_s_at'=57.5323597330096,'204439_at'=17.1139524305969,'211317_s_at'=29.6830942018394,'203595_s_at'=57.7910955466523,'201502_s_at'=878.661293819096,'208436_s_at'=60.5110067048575,'204385_at'=102.104062525767,'211316_x_at'=118.529971013596,'203882_at'=155.233288857009,'208485_x_at'=83.5445279371927,'202086_at'=105.607214631539,'207535_s_at'=54.2212434113713,'204490_s_at'=193.124996370364,'204415_at'=114.990681347495,'202644_s_at'=651.629623958184,'215223_s_at'=272.41063155015,'1405_i_at'=54.6599738540881,'206025_s_at'=14.4115927834144,'205226_at'=17.9874865556777,'32541_at'=61.5037052673469,'212960_at'=39.6891401879652,'213098_at'=112.823906045849,Class=Tregs,'210663_s_at'=55.9611603446034,'202907_s_at'=199.148911309772,'218656_s_at'=14.8405062272513,'210029_at'=62.359360706693,'211862_x_at'=87.6653709968983,'212841_s_at'=70.0497220722906,'215299_x_at'=108.980558851208
Instance66:'219691_at'=23.2608956803305,'215485_s_at'=143.865605987844,'205114_s_at'=396.415166663126,'204655_at'=270.363040521628,'208864_s_at'=754.666114954637,'220091_at'=30.7806765647354,'205569_at'=177.156333496642,'219424_at'=190.810781206492,'214486_x_at'=95.824451824068,'202643_s_at'=107.648364526856,'209508_x_at'=70.3815745970772,'203149_at'=73.1618606755751,'203358_s_at'=629.484182944217,'205590_at'=437.810905031856,'206026_s_at'=20.0152156400324,'221477_s_at'=52.3456247679908,'204439_at'=22.0249243958861,'211317_s_at'=30.0837341691793,'203595_s_at'=75.9003018393918,'201502_s_at'=796.51590758584,'208436_s_at'=89.8525462863732,'204385_at'=99.8029036448507,'211316_x_at'=96.3569782736934,'203882_at'=188.439382767447,'208485_x_at'=69.7371411918568,'202086_at'=186.609091551253,'207535_s_at'=50.7864462586728,'204490_s_at'=216.402589730134,'204415_at'=164.596704621229,'202644_s_at'=541.042511290733,'215223_s_at'=215.474817502644,'1405_i_at'=187.626027748603,'206025_s_at'=14.3628725200939,'205226_at'=15.1036171945201,'32541_at'=51.1204600046046,'212960_at'=37.7824169627577,'213098_at'=152.837859985039,Class=Tregs,'210663_s_at'=64.3730359174543,'202907_s_at'=195.016370838886,'218656_s_at'=15.9861837311122,'210029_at'=81.340726301099,'211862_x_at'=75.2615693869915,'212841_s_at'=58.2150167538347,'215299_x_at'=110.314941266246
Instance67:'219691_at'=33.6299338569343,'215485_s_at'=122.958051892231,'205114_s_at'=38.0534528446066,'204655_at'=139.783665025253,'208864_s_at'=976.390498351634,'220091_at'=27.9931651084326,'205569_at'=99.110064040506,'219424_at'=87.7167222638123,'214486_x_at'=115.770589456421,'202643_s_at'=95.039871736215,'209508_x_at'=94.8788024214883,'203149_at'=65.391279291213,'203358_s_at'=655.873273805123,'205590_at'=696.642467999616,'206026_s_at'=13.3453153458276,'221477_s_at'=40.0693982847625,'204439_at'=17.336733065446,'211317_s_at'=27.3026686874332,'203595_s_at'=63.9496681204965,'201502_s_at'=725.362683274898,'208436_s_at'=61.425762847216,'204385_at'=84.7291883406723,'211316_x_at'=116.558891303107,'203882_at'=151.51634860655,'208485_x_at'=84.5053316040137,'202086_at'=98.9361832327599,'207535_s_at'=45.4562981903185,'204490_s_at'=223.741420563503,'204415_at'=114.275323349964,'202644_s_at'=499.884068415089,'215223_s_at'=220.099416308103,'1405_i_at'=107.930935563417,'206025_s_at'=15.4458466463741,'205226_at'=15.4275708440099,'32541_at'=70.1712707268452,'212960_at'=36.0218065489242,'213098_at'=124.337790265938,Class=Tregs,'210663_s_at'=56.4069651241363,'202907_s_at'=176.305435444955,'218656_s_at'=13.9086643141891,'210029_at'=60.9949464045091,'211862_x_at'=80.7680418181,'212841_s_at'=54.1985876737795,'215299_x_at'=138.32494027604
